fdc_id,brand_owner,gtin_upc,ingredients,serving_size,serving_size_unit,Num,Den,Type,branded_food_category,data_source,modified_date,available_date,market_country,discontinued_date,Quantity,is_oats,is_carrots,is_quinoa,is_beans,is_organic,is_spinach,is_broccoli,is_chickpea,is_tomato,is_sugar,is_gluten,is_cheese,is_corn_syrup,is_salt,is_palm_oil,is_shortening,is_sdm_bnzt,is_msg,is_processed,is_cornstarch,is_unhealthy,is_healthy,is_liquid
344945,Kellogg Company US,10084059000553,"SOY PROTEIN CONCENTRATE WITH WATER FOR HYDRATION, COOKED GRAIN BLEND (WATER, THREE GRAIN BLEND [WHEAT, BARLEY, TRITICALE]), MUSHROOMS, ROLLED OATS, ONIONS, BROCCOLI, CARROTS, WATER CHESTNUTS, RED BELL PEPPERS, CONTAINS TWO PERCENT OR LESS OF SOY PROTEIN ISOLATE, SALT, YELLOW BELL PEPPERS, BULGUR WITH WATER FOR HYDRATION, CANOLA OIL, MODIFIED VEGETABLE GUM, GARLIC POWDER, WHEAT FIBER, AUTOLYZED YEAST EXTRACT, VINEGAR, ONION POWDER, MUSTARD SEED, SPICES, WHITE WINE, CITRIC ACID, DEXTROSE, FRUIT PECTIN, NATURAL FLAVOR, TARTARIC ACID, SUGAR, MALTED BARLEY, ANNATTO FOR COLOR, GARLIC JUICE, COCONUT OIL, SUNFLOWER OIL.",96,g,1,NA,Patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-16T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
344946,Kellogg Company US,10084059100062,"COOKED BROWN RICE (LONG GRAIN BROWN RICE, WATER), WATER, MUSHROOMS, ONIONS, ROLLED OATS, MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ANNATTO FOR COLOR, ENZYMES), HYDRATED BULGUR WHEAT (WATER, BULGUR WHEAT), CHEDDAR CHEESE (PASTEURIZED MILK, SALT, ENZYMES, CULTURES, ANNATTO), SOY PROTEIN CONCENTRATE, CONTAINS TWO PERCENT OR LESS OF SALT, PARSLEY, MODIFIED VEGETABLE GUM, WHEAT GLUTEN, GARLIC POWDER, YEAST EXTRACT, AUTOLYZED YEAST EXTRACT, SPICES, CITRIC ACID, MALTED BARLEY, NATURAL FLAVORS, ANNATTO COLOR, WHEY, MALTODEXTRIN, MALTED BARLEY FLOUR, DEHYDRATED ONION, DEHYDRATED MUSHROOMS, GUAR GUM, TURMERIC COLOR.",96,g,1,NA,Patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-30T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
344947,Kellogg Company US,10084059711169,"WATER, SOY PROTEIN CONCENTRATE, CANOLA OIL, CONTAINS TWO PERCENT OR LESS OF METHYLCELLULOSE, SALT, SOY PROTEIN ISOLATE, ONION POWDER, DEXTROSE, HYDROLYZED VEGETABLE PROTEIN (CORN GLUTEN, WHEAT GLUTEN, SOY PROTEIN), YEAST EXTRACT, MODIFIED TAPIOCA STARCH, MALTODEXTRIN, SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT), SUGAR, NATURAL FLAVORS, CARAMEL COLOR, GARLIC POWDER, SPICES, WHEY, DISODIUM INOSINATE, DISODIUM GUANYLATE, AUTOLYZED YEAST EXTRACT, SOY SAUCE (WATER, SOYBEANS, SALT, WHEAT), ASCORBIC ACID, THIAMIN HYDROCHLORIDE, CORN OIL, SESAME SEED OIL, MALIC ACID, SUCCINIC ACID.",71,g,1,NA,Patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-16T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
344948,Kellogg Company US,10084059711220,"COOKED BROWN RICE (WATER, ORGANIC BROWN RICE), WATER, ORGANIC CORN, ORGANIC CARROTS, ORGANIC ONIONS, ORGANIC GREEN PEPPERS, ORGANIC ROLLED OATS, ORGANIC CANOLA OIL, ORGANIC HIGH OLEIC SUNFLOWER OIL, ORGANIC RED BELL PEPPERS, ORGANIC SOY PROTEIN FLOUR, CONTAINS TWO PERCENT OR LESS OF GUM BLEND (CARRAGEENAN, KONJAC FLOUR), ORGANIC SOY SAUCE (WATER, ORGANIC SOYBEANS, SALT, ORGANIC WHEAT), ORGANIC ONION POWDER, BROCCOLI, SEA SALT, ORGANIC GARLIC POWDER, ORGANIC BLACK PEPPER.",91,g,1,NA,Patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-16T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
344956,Kashi US,18627100300,"CRUST (WATER, WHEAT FLOUR, WHITE WHOLE WHEAT FLOUR, CRUST MIX WITH KASHI SEVEN WHOLE GRAINS AND SESAME BLEND [WHEAT GLUTEN, WHOLE OAT FLOUR, OAT FIBER, OAT SYRUP SOLIDS, BARLEY MALT EXTRACT, WHOLE TRITICALE FLOUR, BROWN RICE FLOUR, WHOLE HARD RED WHEAT FLOUR, WHOLE RYE FLOUR, SALT, WHOLE BARLEY FLOUR, WHOLE BUCKWHEAT FLOUR, SESAME SEEDS], DEGERMED YELLOW CORN MEAL, GROUND FLAXSEED, YEAST, EXTRA VIRGIN OLIVE OIL, HONEY, WHEAT GLUTEN, WHEAT STARCH, GARLIC POWDER, CANOLA OIL], GREEK TZATZIKI SAUCE (GREEK YOGURT [CULTURED PASTEURIZED COW'S MILK, SKIM MILK, CREAM, CULTURES], CUCUMBER, GARLIC PUREE [GARLIC, CITRIC ACID (PRESERVATIVE)], SALT, SPICES, LEMON JUICE CONCENTRATE, CULTURED SUGAR, OLIVE OIL, XANTHAN GUM), MOZZARELLA CHEESE (PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), DICED TOMATOES, ARTICHOKE, SPINACH, FETA CHEESE (PASTEURIZED COW'S MILK, CHEESE CULTURE, SALT, ENZYMES), OREGANO.",149,g,1,NA,Pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
344958,Kashi US,18627102366,"CRUST (WATER, WHEAT FLOUR, WHITE WHOLE WHEAT FLOUR, CRUST MIX WITH KASHI SEVEN WHOLE GRAINS AND SESAME BLEND [WHEAT GLUTEN, WHOLE OAT FLOUR, OAT FIBER, OAT SYRUP SOLIDS, BARLEY MALT EXTRACT, WHOLE TRITICALE FLOUR, BROWN RICE FLOUR, WHOLE HARD RED WHEAT FLOUR, WHOLE RYE FLOUR, SALT, WHOLE BARLEY FLOUR, WHOLE BUCKWHEAT FLOUR, SESAME SEEDS], DEGERMED YELLOW CORN MEAL, GROUND FLAXSEED, YEAST, HONEY, EXTRA VIRGIN OLIVE OIL, WHEAT GLUTEN, WHEAT STARCH, GARLIC POWDER), SAUCE (TOMATOES [TOMATOES, TOMATO PUREE, CITRIC ACID], ROASTED RED BELL PEPPER PESTO [ROASTED RED BELL PEPPERS, EXPELLER-PRESSED CANOLA OIL, PARMESAN CHEESE [PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURE, SALT, ENZYMES], BALSAMIC VINEGAR, BASIL, SEA SALT, GRANULATED GARLIC, BLACK PEPPER, CAYENNE PEPPER], TOMATOES [TOMATOES, CITRIC ACID], DRIED CANE SYRUP, SALT, BASIL, CORNSTARCH), CHEESE BLEND (MOZZARELLA CHEESE [PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES], WHITE CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, CALCIUM CHLORIDE], CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, CALCIUM CHLORIDE, ANNATTO COLOR]), RED BELL PEPPERS, SPINACH, FETA CHEESE (PASTEURIZED COW'S MILK, CHEESE CULTURE, SALT, ENZYMES), RED ONION.",156,g,1,NA,Pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
344959,Kashi US,18627102380,"CRUST (WATER, WHEAT FLOUR, WHITE WHOLE WHEAT FLOUR, CRUST MIX WITH KASHI SEVEN WHOLE GRAINS AND SESAME BLEND [WHEAT GLUTEN, WHOLE OAT FLOUR, OAT FIBER, OAT SYRUP SOLIDS, BARLEY MALT EXTRACT, WHOLE TRITICALE FLOUR, BROWN RICE FLOUR, WHOLE HARD RED WHEAT FLOUR, WHOLE RYE FLOUR, SALT, WHOLE BARLEY FLOUR, WHOLE BUCKWHEAT FLOUR, SESAME SEEDS], DEGERMED YELLOW CORN MEAL, YEAST, GROUND FLAXSEED, EXTRA VIRGIN OLIVE OIL, HONEY, WHEAT GLUTEN, WHEAT STARCH, GARLIC POWDER), TOMATO PARMESAN SAUCE (TOMATOES, HEAVY CREAM, TOMATO PASTE, WATER, ROASTED GARLIC, PARMESAN CHEESE [CULTURED PART-SKIM MILK, SALT, ENZYMES], OREGANO, BASIL, NATURAL FLAVORS, XANTHAN GUM, CITRIC ACID), CRIMINI MUSHROOMS, CHEESE BLEND (MOZZARELLA CHEESE [PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES], PROVOLONE CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES]), SPINACH.",152,g,1,NA,Pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-01-13T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
344960,Kashi US,18627102403,"CRUST (WATER, WHEAT FLOUR, WHITE WHOLE WHEAT FLOUR, CRUST MIX WITH KASHI SEVEN WHOLE GRAINS AND SESAME BLEND [WHEAT GLUTEN, WHOLE OAT FLOUR, OAT FIBER, OAT SYRUP SOLIDS, BARLEY MALT EXTRACT, WHOLE TRITICALE FLOUR, BROWN RICE FLOUR, WHOLE HARD RED WHEAT FLOUR, WHOLE RYE FLOUR, SALT, WHOLE BARLEY FLOUR, WHOLE BUCKWHEAT FLOUR, SESAME SEEDS], DEGERMED YELLOW CORN MEAL, YEAST, GROUND FLAXSEED, HONEY, EXTRA VIRGIN OLIVE OIL, WHEAT GLUTEN, WHEAT STARCH, GARLIC POWDER), CHEESE BLEND (MOZZARELLA CHEESE [PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES], PROVOLONE CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES]), SAUCE (WATER, TOMATOES [TOMATOES, TOMATO PUREE, CITRIC ACID], TOMATOES [TOMATOES, CITRIC ACID], SAUCE MIX [DRIED CANE SYRUP, MALTODEXTRIN, DEHYDRATED GARLIC, CORNSTARCH, SALT, SPICES AND SPICE EXTRACTIVES, XANTHAN GUM, CITRIC ACID], EXTRA VIRGIN OLIVE OIL), DICED TOMATOES, OREGANO, BASIL.",147,g,1,NA,Pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
344961,Kashi US,18627102427,"CRUST (WATER, WHEAT FLOUR, WHITE WHOLE WHEAT FLOUR, CRUST MIX WITH KASHI SEVEN WHOLE GRAINS AND SESAME BLEND [WHEAT GLUTEN, WHOLE OAT FLOUR, OAT FIBER, OAT SYRUP SOLIDS, BARLEY MALT EXTRACT, WHOLE TRITICALE FLOUR, BROWN RICE FLOUR, WHOLE HARD RED WHEAT FLOUR, WHOLE RYE FLOUR, SALT, WHOLE BARLEY FLOUR, WHOLE BUCKWHEAT FLOUR, SESAME SEEDS], DEGERMED YELLOW CORN MEAL, GROUND FLAXSEED, YEAST, EXTRA VIRGIN OLIVE OIL, HONEY, WHEAT GLUTEN, WHEAT STARCH, GARLIC POWDER), SAUCE (WATER, TOMATO PASTE [TOMATOES], EXTRA VIRGIN OLIVE OIL, ROASTED GARLIC WITH LEMON JUICE, BALSAMIC VINEGAR, PARMESAN CHEESE [CULTURED PART-SKIM MILK, SALT, ENZYMES], ROMANO CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES], DRIED CANE SYRUP, SALT, LEMON JUICE FROM CONCENTRATE [WATER, CONCENTRATED LEMON JUICE], BASIL, CORNSTARCH, GARLIC, BLACK PEPPER, XANTHAN GUM), CHEESE BLEND (MOZZARELLA CHEESE [PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES], PROVOLONE CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES]), BROCCOLI, ARTICHOKE, RED BELL PEPPERS, RED ONION.",153,g,1,NA,Pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2017-11-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
344968,Kellogg Company US,18627104414,"Cooked red quinoa (water, red quinoa), cooked lentils (water, lentils), water, red potatoes, roasted red onions, kale, red bell peppers, cooked black beans, zucchini, corn, extra virgin olive oil, parsley, jalapeno peppers, cilantro, white distilled vinegar, dried garlic, cornstarch, roasted onions, roasted red peppers, carrots, celery, sea salt, cumin, crushed red pepper, oregano, leek juice concentrate, dried tomato, dried green peppers, lemon juice, black pepper.",255,g,1,NA,Entrã©E,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2018-02-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344976,Kellogg Company US,18627105480,"Cooked red quinoa (water, red quinoa), cooked brown rice (water, brown rice), roasted sweet potatoes, cooked black beans, water, tomatoes, roasted red onions, roasted poblano peppers, kale, extra virgin olive oil, tomatoes (ground tomatoes, tomato puree, salt), tamari soy sauce (water, soybeans, salt), cane sugar, parsley, red and green jalapeno peppers, chili pepper puree, white distilled vinegar, cornstarch, dried garlic, roasted onions, roasted red peppers, carrots, celery, sea salt, spices, onions, cilantro, garlic, paprika, leek juice concentrate, dried tomato, dried green pepper, lime juice concentrate.",255,g,1,NA,Entrã©E,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2018-02-06T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344998,Kellogg Company US,18627106067,"Water, plantains (plantains, soybean oil), amaranth polenta (water, amaranth, milled corn, sea salt, ancho chili, onion puree, cane sugar, spices, cilantro, garlic, sesame seeds, paprika [color], cornstarch), cooked black beans, roasted sweet potatoes, tomatoes (ground tomatoes, tomato puree, salt), kale, pumpkin seeds, oats, cane sugar, cornstarch, expeller pressed sunflower oil, rye, hard red wheat, triticale, brown rice, barley, buckwheat, sesame seeds, ancho chili, sea salt, onion puree, dried garlic, spices, cilantro, garlic, paprika (color).",283,g,1,NA,Entrã©E,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2018-01-25T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344999,Kellogg Company US,18627106081,"Water, cooked black beans, Kashi Seven Whole Grain and Sesame pilaf (whole: oats, brown rice, rye, hard red wheat, triticale, barley, buckwheat, sesame seeds), carrots, red bell peppers, roasted red onion, roasted green bell peppers, mangos, expeller pressed sunflower oil, cornstarch, cane sugar, jalapeno peppers, mango juice concentrate, apple juice concentrate, cilantro, ginger puree (ginger, water), mango puree concentrate, sea salt, lime juice concentrate, dried garlic.",283,g,1,NA,Entrã©E,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,2018-01-25T00:00:00Z,2019-04-01T00:00:00Z,United States,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
